Time,Last Price,Net Change,Volume,OI,Buy Quantity,Sell Quantity,Buy Sell Diff,Total Bid Qty,Total Offer Qty
2025-11-04 21:15:21,120012,0,63863.0,38815.0,1760,2711,-951,20,7
2025-11-04 21:15:16,120021,0,63848.0,38810.0,1760,2719,-959,7,10
2025-11-04 21:15:11,120033,0,63842.0,38810.0,1765,2703,-938,6,11
2025-11-04 21:15:06,120035,0,63841.0,38810.0,1776,2695,-919,6,10
2025-11-04 21:15:01,120035,0,63791.0,38810.0,1795,2694,-899,7,10
2025-11-04 21:14:55,120070,0,63770.0,38810.0,1795,2681,-886,17,10
2025-11-04 21:14:50,120075,0,63764.0,38810.0,1814,2686,-872,12,15
2025-11-04 21:14:45,120060,0,63761.0,38810.0,1827,2690,-863,11,14
2025-11-04 21:14:40,120084,0,63747.0,38810.0,1832,2680,-848,17,7
2025-11-04 21:14:35,120098,0,63744.0,38814.0,1838,2683,-845,22,10
2025-11-04 21:14:30,120091,0,63739.0,38814.0,1829,2687,-858,21,14
2025-11-04 21:14:25,120091,0,63739.0,38814.0,1831,2697,-866,18,13
2025-11-04 21:14:19,120091,0,63732.0,38814.0,1850,2687,-837,11,13
2025-11-04 21:14:14,120122,0,63729.0,38814.0,1839,2705,-866,12,9
2025-11-04 21:14:09,120100,0,63707.0,38817.0,1837,2701,-864,7,6
2025-11-04 21:14:04,120115,0,63698.0,38817.0,1836,2696,-860,6,8
2025-11-04 21:13:59,120115,0,63696.0,38817.0,1831,2693,-862,11,9
2025-11-04 21:13:54,120115,0,63693.0,38817.0,1823,2691,-868,9,7
2025-11-04 21:13:49,120115,0,63693.0,38810.0,1826,2698,-872,15,8
2025-11-04 21:13:44,120101,0,63692.0,38810.0,1805,2691,-886,31,9
2025-11-04 21:13:38,120119,0,63684.0,38810.0,1826,2683,-857,14,8
2025-11-04 21:13:33,120125,0,63676.0,38810.0,1837,2688,-851,13,10
2025-11-04 21:13:28,120080,0,63653.0,38810.0,1809,2710,-901,14,5
2025-11-04 21:13:23,120065,0,63647.0,38813.0,1809,2709,-900,17,6
2025-11-04 21:13:18,120084,0,63637.0,38813.0,1823,2707,-884,15,10
2025-11-04 21:13:13,120084,0,63637.0,38813.0,1815,2705,-890,14,6
2025-11-04 21:13:08,120096,0,63632.0,38841.0,1816,2719,-903,17,7
2025-11-04 21:13:03,120096,0,63629.0,38841.0,1829,2699,-870,19,23
2025-11-04 21:12:57,120117,0,63627.0,38841.0,1825,2698,-873,14,11
2025-11-04 21:12:52,120108,0,63623.0,38841.0,1843,2701,-858,21,6
2025-11-04 21:12:47,120087,0,63544.0,38841.0,1828,2714,-886,20,11
2025-11-04 21:12:42,120090,0,63541.0,38841.0,1831,2712,-881,14,10
2025-11-04 21:12:37,120062,0,63537.0,38838.0,1836,2714,-878,9,11
2025-11-04 21:12:32,120053,0,63521.0,38838.0,1805,2710,-905,24,5
2025-11-04 21:12:27,120053,0,63502.0,38838.0,1813,2706,-893,10,7
2025-11-04 21:12:22,120060,0,63484.0,38838.0,1800,2704,-904,38,13
2025-11-04 21:12:17,120080,0,63475.0,38838.0,1797,2700,-903,8,8
2025-11-04 21:12:11,120084,0,63469.0,38838.0,1803,2684,-881,9,7
2025-11-04 21:12:06,120085,0,63464.0,38838.0,1807,2675,-868,9,10
2025-11-04 21:12:01,120095,0,63447.0,38838.0,1813,2675,-862,30,17
2025-11-04 21:11:56,120072,0,63425.0,38838.0,1795,2703,-908,21,11
2025-11-04 21:11:51,120100,0,63421.0,38838.0,1818,2692,-874,33,15
2025-11-04 21:11:46,120100,0,63410.0,38838.0,1811,2684,-873,32,11
2025-11-04 21:11:41,120093,0,63398.0,38838.0,1807,2702,-895,6,8
2025-11-04 21:11:36,120065,0,63391.0,38838.0,1804,2688,-884,26,5
2025-11-04 21:11:30,120082,0,63373.0,38851.0,1788,2691,-903,23,15
2025-11-04 21:11:25,120053,0,63371.0,38851.0,1761,2692,-931,20,5
2025-11-04 21:11:20,120072,0,63363.0,38851.0,1741,2705,-964,20,9
2025-11-04 21:11:15,120067,0,63355.0,38851.0,1766,2694,-928,12,14
2025-11-04 21:11:10,120061,0,63345.0,38851.0,1755,2696,-941,21,8
2025-11-04 21:11:05,120097,0,63341.0,38851.0,1765,2689,-924,14,7
2025-11-04 21:10:59,120097,0,63331.0,38851.0,1759,2676,-917,21,7
2025-11-04 21:10:54,120091,0,63314.0,38851.0,1774,2642,-868,30,6
2025-11-04 21:10:49,120101,0,63302.0,38851.0,1787,2619,-832,32,9
2025-11-04 21:10:44,120119,0,63277.0,38851.0,1810,2614,-804,36,13
2025-11-04 21:10:39,120136,0,63265.0,38851.0,1795,2602,-807,30,7
2025-11-04 21:10:33,120122,0,63243.0,38851.0,1776,2606,-830,22,16
2025-11-04 21:10:28,120097,0,63212.0,38869.0,1769,2619,-850,22,11
2025-11-04 21:10:23,120119,0,63188.0,38869.0,1801,2586,-785,53,7
2025-11-04 21:10:18,120140,0,63170.0,38869.0,1802,2592,-790,25,12
2025-11-04 21:10:13,120150,0,63157.0,38869.0,1821,2585,-764,31,13
