Time,Last Price,Net Change,Volume,OI,Buy Quantity,Sell Quantity,Buy Sell Diff,Total Bid Qty,Total Offer Qty
2025-11-04 21:18:26,119983,0,64192.0,38786.0,1812,2703,-891,10,14
2025-11-04 21:18:21,120001,0,64187.0,38786.0,1795,2699,-904,10,13
2025-11-04 21:18:16,120005,0,64182.0,38786.0,1806,2697,-891,17,20
2025-11-04 21:18:10,120005,0,64178.0,38786.0,1816,2694,-878,18,12
2025-11-04 21:18:05,120018,0,64172.0,38794.0,1813,2686,-873,20,15
2025-11-04 21:18:00,120035,0,64170.0,38794.0,1814,2673,-859,10,11
2025-11-04 21:17:55,120034,0,64165.0,38794.0,1815,2682,-867,8,19
2025-11-04 21:17:50,119999,0,64147.0,38801.0,1803,2680,-877,11,19
2025-11-04 21:17:45,119970,0,64132.0,38801.0,1807,2686,-879,9,5
2025-11-04 21:17:40,119971,0,64130.0,38801.0,1800,2688,-888,9,12
2025-11-04 21:17:34,119937,0,64121.0,38801.0,1793,2694,-901,9,11
2025-11-04 21:17:29,119935,0,64111.0,38801.0,1786,2702,-916,16,12
2025-11-04 21:17:24,119926,0,64108.0,38802.0,1782,2700,-918,31,10
2025-11-04 21:17:19,119926,0,64108.0,38802.0,1799,2699,-900,7,13
2025-11-04 21:17:14,119900,0,64104.0,38802.0,1769,2691,-922,20,10
2025-11-04 21:17:09,119913,0,64063.0,38802.0,1805,2720,-915,56,11
2025-11-04 21:17:04,119947,0,64048.0,38794.0,1819,2716,-897,8,11
2025-11-04 21:16:59,119940,0,64047.0,38794.0,1816,2723,-907,5,9
2025-11-04 21:16:53,119950,0,64038.0,38794.0,1822,2721,-899,12,12
2025-11-04 21:16:48,119958,0,64028.0,38794.0,1817,2716,-899,12,13
2025-11-04 21:16:43,119960,0,64022.0,38794.0,1819,2731,-912,17,8
2025-11-04 21:16:38,119976,0,64018.0,38806.0,1823,2722,-899,8,17
2025-11-04 21:16:33,119960,0,64014.0,38806.0,1814,2716,-902,8,15
2025-11-04 21:16:28,119970,0,64008.0,38806.0,1813,2701,-888,10,14
2025-11-04 21:16:23,119960,0,64005.0,38806.0,1804,2703,-899,12,10
2025-11-04 21:16:18,119953,0,63998.0,38806.0,1810,2700,-890,16,8
2025-11-04 21:16:13,119950,0,63992.0,38806.0,1803,2706,-903,7,13
2025-11-04 21:16:07,119950,0,63971.0,38806.0,1794,2722,-928,7,11
2025-11-04 21:16:02,119941,0,63963.0,38806.0,1780,2721,-941,7,11
2025-11-04 21:15:57,119951,0,63954.0,38815.0,1784,2732,-948,9,9
2025-11-04 21:15:52,119951,0,63946.0,38815.0,1783,2721,-938,12,11
2025-11-04 21:15:47,119947,0,63940.0,38815.0,1789,2725,-936,7,16
2025-11-04 21:15:42,119962,0,63917.0,38815.0,1775,2716,-941,10,14
2025-11-04 21:15:37,119975,0,63909.0,38815.0,1780,2722,-942,14,9
2025-11-04 21:15:31,119980,0,63902.0,38815.0,1769,2720,-951,18,8
2025-11-04 21:15:26,120008,0,63879.0,38815.0,1754,2718,-964,26,17
